,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
19,1870,Village of the Damned,(1995),"['Horror, Sci-Fi, Thriller']",5.6,30841,['John Carpenter '],"['Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré']","[""A small town's women give birth to unfriendly alien children posing as humans.""]",$9.42M,R
20,1871,Fast & Furious 6,(2013),"['Action, Adventure, Thriller']",7.0,383185,['Justin Lin '],"['Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez']","['Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.']",$238.68M,PG-13
21,1872,The French Connection,(1971),"['Action, Crime, Drama']",7.7,116816,['William Friedkin '],"['Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco']","['A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.']",$15.63M,R
22,1873,Hardball,(2001),"['Drama, Sport']",6.4,30233,['Brian Robbins '],"['Keanu Reeves, Diane Lane, John Hawkes, Bryan Hearne']","['An aimless young man who is scalping tickets, gambling, and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.']",$40.22M,PG-13
23,1874,Magic Mike XXL,(2015),"['Comedy, Drama, Music']",5.6,54419,['Gregory Jacobs '],"['Channing Tatum, Joe Manganiello, Matt Bomer, Adam Rodriguez']","['Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.']",$66.01M,R
24,1875,Dirty Rotten Scoundrels,(1988),"['Comedy, Crime']",7.4,68642,['Frank Oz '],"['Steve Martin, Michael Caine, Glenne Headly, Anton Rodgers']",['Two con men try to settle their rivalry by betting on who can swindle a young American heiress out of fifty thousand dollars first.'],$42.04M,PG
25,1876,Weekend at Bernie's,(1989),"['Adventure, Comedy, Crime']",6.4,53101,['Ted Kotcheff '],"['Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, Terry Kiser']","['Two losers try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off.']",$30.22M,PG-13
26,1877,Perfect Blue,(1997),"['Animation, Crime, Mystery']",8.0,67126,['Satoshi Kon '],"['Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Ôkura']","['A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past.']",$0.78M,R
27,1878,Gosford Park,(2001),"['Comedy, Drama, Mystery']",7.2,84423,['Robert Altman '],"['Maggie Smith, Ryan Phillippe, Michael Gambon, Kristin Scott Thomas']","['Set in the 1930s, this movie brings a group of pretentious rich and famous together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.']",$41.31M,R
28,1879,Happy Death Day,(2017),"['Comedy, Horror, Mystery']",6.6,130197,['Christopher Landon '],"['Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken']","[""A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.""]",$55.68M,PG-13
29,1880,The Exorcism of Emily Rose,(2005),"['Drama, Horror, Thriller']",6.7,125230,['Scott Derrickson '],"['Laura Linney, Tom Wilkinson, Shohreh Aghdashloo, Campbell Scott']",['A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.'],$75.07M,PG-13
30,1881,St. Elmo's Fire,(1985),"['Drama, Romance']",6.4,40048,['Joel Schumacher '],"['Demi Moore, Rob Lowe, Andrew McCarthy, Emilio Estevez']","['A group of friends, just out of college, struggle with adulthood.']",$37.80M,R
31,1882,Savages,(2012),"['Action, Crime, Drama']",6.5,127734,['Oliver Stone '],"['Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro']",['Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.'],$47.38M,R
32,1883,Videodrome,(1983),"['Horror, Sci-Fi, Thriller']",7.2,88678,['David Cronenberg '],"['James Woods, Debbie Harry, Sonja Smits, Peter Dvorsky']",['A programmer at a TV station that specializes in adult entertainment searches for the producers of a dangerous and bizarre broadcast.'],$2.12M,R
33,1884,The Wrong Missy,(2020),"['Comedy, Romance']",5.7,36426,['Tyler Spindel '],"['David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson']","[""Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.""]",NA,TV-MA
34,1885,Ghost Ship,(2002),['Horror'],5.5,98100,['Steve Beck '],"['Julianna Margulies, Gabriel Byrne, Ron Eldard, Desmond Harrington']","['A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.']",$30.11M,R
35,1886,Searching,(2018),"['Drama, Mystery, Thriller']",7.6,153905,['Aneesh Chaganty '],"['John Cho, Debra Messing, Joseph Lee, Michelle La']","['After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.']",$26.02M,PG-13
36,1887,Locke,(2013),['Drama'],7.1,143854,['Steven Knight '],"['Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott']","['Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.']",$1.36M,R
37,1888,Project Power,(2020),"['Action, Crime, Sci-Fi']",6.0,80886,"['Directors: Henry Joost, Ariel Schulman ']","['Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro']","['When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.']",NA,R
38,1889,Marty,(1955),"['Drama, Romance']",7.7,23229,['Delbert Mann '],"['Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli']",['A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.'],NA,Not Rated
39,1890,The Prince of Egypt,(1998),"['Animation, Adventure, Drama']",7.1,125436,"['Directors: Brenda Chapman, Steve Hickner, Simon Wells ']","['Val Kilmer, Ralph Fiennes, Michelle Pfeiffer, Sandra Bullock']",['Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.'],$101.22M,PG
40,1891,Steve Jobs,(2015),"['Biography, Drama']",7.2,163395,['Danny Boyle '],"['Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels']","['Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.']",$17.77M,R
41,1892,Bronson,(2008),"['Action, Biography, Crime']",7.1,126412,['Nicolas Winding Refn '],"['Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker']","['A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.']",$0.10M,R
42,1893,The Drop,(2014),"['Crime, Drama, Thriller']",7.1,148479,['Michaël R. Roskam '],"['Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts']","[""Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.""]",$10.72M,R
43,1894,Maze Runner - The Scorch Trials,(2015),"['Action, Adventure, Sci-Fi']",6.3,236262,['Wes Ball '],"[""Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito""]","['After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.']",$81.70M,PG-13
44,1895,Sex and Lucía,(2001),"['Drama, Romance']",7.1,36230,['Julio Medem '],"['Paz Vega, Tristán Ulloa, Najwa Nimri, Elena Anaya']","['Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.']",$1.49M,R
45,1896,The Amityville Horror,(2005),['Horror'],6.0,109625,['Andrew Douglas '],"['Ryan Reynolds, Melissa George, Jimmy Bennett, Jesse James']",['Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.'],$65.23M,R
46,1897,"Sex, Lies, and Videotape",(1989),['Drama'],7.2,53106,['Steven Soderbergh '],"['James Spader, Andie MacDowell, Peter Gallagher, Laura San Giacomo']","[""A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.""]",$24.74M,R
47,1898,Insomnia,(2002),"['Drama, Mystery, Thriller']",7.2,285833,['Christopher Nolan '],"['Al Pacino, Robin Williams, Hilary Swank, Martin Donovan']","[""Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.""]",$67.36M,R
48,1899,Sunset Blvd.,(1950),"['Drama, Film-Noir']",8.4,212658,['Billy Wilder '],"['William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson']",['A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return.'],NA,Passed
49,1900,The Informer,(2019),"['Action, Crime, Drama']",6.6,31246,['Andrea Di Stefano '],"['Joel Kinnaman, Rosamund Pike, Common, Mateusz Kosciukiewicz']",['An ex-convict working undercover intentionally gets himself incarcerated again in order to infiltrate the mob at a maximum security prison.'],NA,R
